date,SPY_close,QQQ_close
2025-07-15,631.05,555.89
2025-07-16,631.49,555.97
2025-07-17,631.94,556.05
2025-07-18,632.38,556.12
2025-07-21,633.72,556.36
2025-07-22,634.16,556.43
2025-07-23,634.61,556.51
2025-07-24,635.05,556.59
2025-07-25,635.5,556.67
2025-07-28,636.35,556.9
2025-07-29,636.64,556.98
2025-07-30,636.92,557.05
2025-07-31,637.21,557.13
2025-08-01,637.5,557.21
2025-08-04,638.35,557.44
2025-08-05,638.64,557.52
2025-08-06,638.93,557.6
2025-08-07,639.21,557.67
2025-08-08,639.5,557.75
2025-08-11,640.35,557.98
2025-08-12,640.64,558.06
2025-08-13,640.93,558.14
2025-08-14,641.21,558.22
2025-08-15,641.5,558.29
2025-08-18,642.36,558.53
2025-08-19,642.64,558.61
2025-08-20,642.93,558.68
2025-08-21,643.21,558.76
2025-08-22,643.5,558.84
2025-08-25,644.36,559.07
2025-08-26,644.64,559.15
2025-08-27,644.93,559.23
2025-08-28,645.21,559.3
2025-08-29,645.5,559.38
2025-09-01,646.36,559.61
2025-09-02,646.64,559.69
2025-09-03,646.93,559.77
2025-09-04,647.21,559.85
2025-09-05,647.5,559.92
2025-09-08,648.36,560.16
2025-09-09,648.64,560.23
2025-09-10,648.93,560.31
2025-09-11,649.22,560.39
2025-09-12,649.5,560.47
2025-09-15,650.36,560.7
2025-09-16,650.64,560.78
2025-09-17,650.93,560.85
2025-09-18,651.22,560.93
2025-09-19,651.5,561.01
2025-09-22,652.36,561.24
2025-09-23,652.64,561.32
2025-09-24,652.93,561.4
2025-09-25,653.22,561.48
2025-09-26,653.5,561.55
2025-09-29,654.36,561.79
2025-09-30,654.65,561.86
2025-10-01,654.93,561.94
2025-10-02,655.22,562.02
2025-10-03,655.5,562.1
2025-10-06,656.36,562.33
2025-10-07,656.65,562.41
2025-10-08,656.93,562.48
2025-10-09,657.22,562.56
2025-10-10,657.5,562.64
2025-10-13,658.36,562.87
2025-10-14,658.65,562.95
2025-10-15,658.93,563.03
2025-10-16,659.22,563.1
2025-10-17,659.5,563.18
2025-10-20,660.36,563.41
2025-10-21,660.65,563.49
2025-10-22,660.93,563.57
2025-10-23,661.22,563.65
2025-10-24,661.51,563.72
2025-10-27,662.36,563.96
2025-10-28,662.65,564.04
2025-10-29,662.93,564.11
2025-10-30,663.22,564.19
2025-10-31,663.51,564.27
2025-11-03,664.36,564.5
2025-11-04,664.65,564.58
2025-11-05,664.94,564.66
2025-11-06,665.22,564.73
2025-11-07,665.51,564.81
2025-11-10,666.36,565.04
2025-11-11,666.65,565.12
2025-11-12,666.94,565.2
2025-11-13,667.22,565.28
2025-11-14,667.51,565.35
2025-11-17,668.36,565.59
2025-11-18,668.65,565.66
2025-11-19,668.94,565.74
2025-11-20,669.22,565.82
2025-11-21,669.51,565.9
2025-11-24,670.37,566.13
2025-11-25,670.65,566.21
2025-11-26,670.94,566.28
2025-11-27,671.22,566.36
2025-11-28,671.51,566.44
2025-12-01,672.37,566.67
2025-12-02,672.65,566.75
2025-12-03,672.94,566.83
2025-12-04,673.22,566.91
2025-12-05,673.51,566.98
2025-12-08,674.37,567.22
2025-12-09,674.65,567.29
2025-12-10,674.94,567.37
2025-12-11,675.22,567.45
2025-12-12,675.51,567.53
2025-12-15,676.37,567.76
2025-12-16,676.65,567.84
2025-12-17,676.94,567.91
2025-12-18,677.23,567.99
2025-12-19,677.51,568.07
2025-12-22,678.37,568.3
2025-12-23,678.65,568.38
2025-12-24,678.94,568.46
2025-12-25,679.23,568.53
2025-12-26,679.51,568.61
2025-12-29,680.37,568.84
2025-12-30,680.66,568.92
2025-12-31,680.94,569.0
2026-01-01,681.4,569.49
2026-01-02,681.86,569.97
2026-01-05,683.24,571.43
2026-01-06,683.7,571.92
2026-01-07,684.16,572.41
2026-01-08,684.63,572.89
2026-01-09,685.09,573.38
2026-01-12,686.47,574.84
2026-01-13,686.93,575.32
2026-01-14,687.39,575.81
2026-01-15,687.85,576.3
2026-01-16,688.31,576.78
2026-01-19,689.69,578.24
2026-01-20,690.15,578.73
