date,SPY_close,QQQ_close
2025-06-23,591.89,523.65
2025-06-24,589.65,522.03
2025-06-25,596.85,523.29
2025-06-26,593.52,521.49
2025-06-27,595.14,526.56
2025-06-30,601.63,521.98
2025-07-01,603.32,522.63
2025-07-02,606.53,520.85
2025-07-03,610.54,519.32
2025-07-04,610.23,517.22
2025-07-07,616.04,523.54
2025-07-08,612.79,521.28
2025-07-09,612.92,518.82
2025-07-10,611.6,519.0
2025-07-11,610.54,520.64
2025-07-14,611.06,519.83
2025-07-15,612.9,521.0
2025-07-16,608.36,528.06
2025-07-17,613.65,524.04
2025-07-18,622.31,531.74
2025-07-21,616.04,535.53
2025-07-22,616.67,539.43
2025-07-23,615.86,537.47
2025-07-24,612.01,542.06
2025-07-25,611.31,539.31
2025-07-28,605.72,537.75
2025-07-29,604.9,538.55
2025-07-30,608.68,541.28
2025-07-31,603.2,541.0
2025-08-01,604.33,542.89
2025-08-04,608.49,541.07
2025-08-05,610.07,541.31
2025-08-06,614.21,543.15
2025-08-07,615.33,541.32
2025-08-08,615.87,547.76
2025-08-11,624.86,545.07
2025-08-12,625.15,554.78
2025-08-13,621.88,554.79
2025-08-14,618.72,557.45
2025-08-15,619.24,557.95
2025-08-18,613.58,560.09
2025-08-19,612.1,562.91
2025-08-20,612.57,568.2
2025-08-21,608.49,572.66
2025-08-22,609.4,566.51
2025-08-25,615.36,567.63
2025-08-26,609.18,569.44
2025-08-27,612.42,559.16
2025-08-28,610.75,554.88
2025-08-29,614.7,558.0
2025-09-01,618.12,559.1
2025-09-02,617.88,564.98
2025-09-03,622.9,565.37
2025-09-04,624.78,570.21
2025-09-05,626.05,568.52
2025-09-08,622.35,567.06
2025-09-09,627.57,573.26
2025-09-10,626.63,573.13
2025-09-11,630.93,578.68
2025-09-12,635.12,583.37
2025-09-15,630.86,580.23
2025-09-16,630.13,576.34
2025-09-17,638.84,572.56
2025-09-18,636.85,568.34
2025-09-19,630.57,564.88
2025-09-22,633.95,558.82
2025-09-23,637.68,561.03
2025-09-24,639.13,567.29
2025-09-25,637.83,572.17
2025-09-26,642.28,576.38
2025-09-29,639.23,582.16
2025-09-30,636.4,583.0
2025-10-01,631.99,584.95
2025-10-02,629.48,584.57
2025-10-03,628.95,585.58
2025-10-06,631.24,583.63
2025-10-07,634.78,589.92
2025-10-08,637.15,591.22
2025-10-09,633.91,595.93
2025-10-10,634.21,605.26
2025-10-13,639.75,603.46
2025-10-14,644.04,607.66
2025-10-15,646.71,604.49
2025-10-16,649.9,602.74
2025-10-17,646.04,600.31
2025-10-20,640.97,597.93
2025-10-21,642.08,595.68
2025-10-22,644.19,597.74
2025-10-23,645.24,596.49
2025-10-24,653.3,591.7
2025-10-27,647.42,592.51
2025-10-28,643.38,593.32
2025-10-29,644.8,595.68
2025-10-30,648.09,597.2
2025-10-31,650.9,599.0
2025-11-03,649.46,599.37
2025-11-04,644.66,597.96
2025-11-05,645.78,600.72
2025-11-06,645.65,603.08
2025-11-07,647.73,604.8
2025-11-10,645.8,608.81
2025-11-11,650.7,606.27
2025-11-12,651.26,603.65
2025-11-13,653.14,603.8
2025-11-14,655.69,605.83
2025-11-17,653.79,608.56
2025-11-18,653.96,608.05
2025-11-19,656.66,605.14
2025-11-20,655.78,606.16
2025-11-21,657.66,608.6
2025-11-24,666.89,606.73
2025-11-25,658.08,601.48
2025-11-26,654.5,606.51
2025-11-27,653.42,607.05
2025-11-28,651.8,606.0
2025-12-01,655.99,604.12
2025-12-02,655.66,612.29
2025-12-03,657.47,611.4
2025-12-04,662.09,609.84
2025-12-05,661.93,613.47
2025-12-08,667.9,610.99
2025-12-09,666.29,611.69
2025-12-10,660.81,608.44
2025-12-11,660.37,611.7
2025-12-12,653.03,617.46
2025-12-15,657.39,620.82
2025-12-16,661.47,619.91
2025-12-17,658.98,619.36
2025-12-18,659.6,618.66
2025-12-19,661.64,615.6
2025-12-22,662.25,616.38
2025-12-23,664.47,616.91
2025-12-24,661.4,618.89
2025-12-25,662.02,619.63
2025-12-26,656.16,617.78
2025-12-29,662.68,623.01
2025-12-30,670.89,621.29
2025-12-31,671.1,619.97
2026-01-01,671.1,619.97
2026-01-02,671.1,619.97
2026-01-05,671.1,619.97
2026-01-06,671.1,619.97
2026-01-07,671.1,619.97
2026-01-08,671.1,619.97
2026-01-09,671.1,619.97
2026-01-12,671.1,619.97
2026-01-13,671.1,619.97
2026-01-14,671.1,619.97
2026-01-15,671.1,619.97
2026-01-16,671.1,619.97
2026-01-19,671.1,619.97
2026-01-20,671.1,619.97
2026-01-21,671.1,619.97
2026-01-22,671.1,619.97
2026-01-23,671.1,619.97
2026-01-26,671.1,619.97
2026-01-27,671.1,619.97
2026-01-28,671.1,619.97
2026-01-29,671.1,619.97
2026-01-30,671.1,619.97
2026-02-02,671.1,619.97
2026-02-03,671.1,619.97
2026-02-04,671.1,619.97
2026-02-05,671.1,619.97
2026-02-06,671.1,619.97
2026-02-09,671.1,619.97
2026-02-10,671.1,619.97
2026-02-11,671.1,619.97
2026-02-12,671.1,619.97
2026-02-13,671.1,619.97
2026-02-16,671.1,619.97
2026-02-17,671.1,619.97
2026-02-18,671.1,619.97
2026-02-19,671.1,619.97
2026-02-20,671.1,619.97
2026-02-23,671.1,619.97
2026-02-24,671.1,619.97
2026-02-25,671.1,619.97
2026-02-26,671.1,619.97
2026-02-27,704.5,658.0
2026-03-02,706.37,654.21
2026-03-03,709.35,654.48
2026-03-04,710.33,651.13
2026-03-05,717.95,653.04
2026-03-06,720.28,654.76
2026-03-09,722.97,661.2
2026-03-10,719.03,666.58
2026-03-11,715.85,665.88
2026-03-12,718.55,660.54
2026-03-13,714.57,661.82
2026-03-16,713.52,662.03
2026-03-17,710.28,656.0
2026-03-18,718.88,651.44
2026-03-19,716.42,657.84
2026-03-20,714.03,659.33
