date,SPY_close,QQQ_close
2025-07-28,638.0,558.3
2025-07-29,633.06,556.42
2025-07-30,629.87,556.08
2025-07-31,626.82,555.88
2025-08-01,619.29,551.7
2025-08-04,619.63,551.99
2025-08-05,623.79,555.67
2025-08-06,623.06,555.0
2025-08-07,621.53,553.61
2025-08-08,624.2,555.97
2025-08-11,623.1,554.97
2025-08-12,623.87,555.64
2025-08-13,625.97,557.49
2025-08-14,622.7,554.56
2025-08-15,623.83,555.55
2025-08-18,626.8,558.17
2025-08-19,626.73,558.08
2025-08-20,630.01,560.99
2025-08-21,628.48,559.6
2025-08-22,628.3,559.43
2025-08-25,634.53,564.95
2025-08-26,632.1,562.77
2025-08-27,633.44,563.94
2025-08-28,631.38,562.09
2025-08-29,633.83,564.25
2025-09-01,635.86,566.04
2025-09-02,634.23,564.57
2025-09-03,637.92,567.84
2025-09-04,636.83,566.85
2025-09-05,638.2,568.05
2025-09-08,638.38,568.19
2025-09-09,643.88,573.06
2025-09-10,641.07,570.54
2025-09-11,639.84,569.43
2025-09-12,644.24,573.33
2025-09-15,641.08,570.49
2025-09-16,644.62,573.62
2025-09-17,641.2,570.56
2025-09-18,643.2,572.32
2025-09-19,646.93,575.62
2025-09-22,648.76,577.23
2025-09-23,648.44,576.93
2025-09-24,648.66,577.1
2025-09-25,649.08,577.46
2025-09-26,647.56,576.09
2025-09-29,649.81,578.08
2025-09-30,652.0,580.0
2025-10-01,655.2,583.37
2025-10-02,654.94,583.64
2025-10-03,651.92,581.47
2025-10-06,657.16,586.66
2025-10-07,656.89,586.93
2025-10-08,657.44,587.93
2025-10-09,661.12,591.74
2025-10-10,663.09,594.01
2025-10-13,664.02,595.35
2025-10-14,661.63,593.72
2025-10-15,663.82,596.19
2025-10-16,666.23,598.86
2025-10-17,668.65,601.54
2025-10-20,666.87,600.44
2025-10-21,668.58,602.49
2025-10-22,667.86,602.34
2025-10-23,668.81,603.7
2025-10-24,673.99,608.87
2025-10-27,676.22,611.39
2025-10-28,674.46,610.3
2025-10-29,677.77,613.8
2025-10-30,677.6,614.14
2025-10-31,678.0,615.0
2025-11-03,680.34,617.42
2025-11-04,684.34,621.35
2025-11-05,682.73,620.18
2025-11-06,687.61,624.92
2025-11-07,680.61,618.85
2025-11-10,689.3,627.04
2025-11-11,689.38,627.41
2025-11-12,690.18,628.44
2025-11-13,692.59,630.92
2025-11-14,689.86,628.73
2025-11-17,695.14,633.83
2025-11-18,697.95,636.68
2025-11-19,701.9,640.58
2025-11-20,699.31,638.51
2025-11-21,700.3,639.69
2025-11-24,702.54,642.03
2025-11-25,707.14,646.52
2025-11-26,707.5,647.14
2025-11-27,707.27,647.22
2025-11-28,710.0,650.0
2025-12-01,710.64,650.97
2025-12-02,712.94,653.46
2025-12-03,709.81,650.97
2025-12-04,711.04,652.49
2025-12-05,711.34,653.14
2025-12-08,709.48,651.82
2025-12-09,713.68,656.06
2025-12-10,714.04,656.77
2025-12-11,713.92,657.05
2025-12-12,713.85,657.36
2025-12-15,711.75,655.81
2025-12-16,714.31,658.56
2025-12-17,714.92,659.5
2025-12-18,714.36,659.37
2025-12-19,716.18,661.42
2025-12-22,717.83,663.32
2025-12-23,721.45,667.06
2025-12-24,718.2,664.43
2025-12-25,718.82,665.38
2025-12-26,718.54,665.5
2025-12-29,714.99,662.6
2025-12-30,719.51,667.16
2025-12-31,720.0,668.0
2026-01-01,725.6,673.49
2026-01-02,720.13,668.7
2026-01-05,721.47,670.24
2026-01-06,721.02,670.11
2026-01-07,718.83,668.38
2026-01-08,724.11,673.57
2026-01-09,723.54,673.33
2026-01-12,723.9,673.96
2026-01-13,720.48,671.07
2026-01-14,725.77,676.29
2026-01-15,719.96,671.17
2026-01-16,724.55,675.73
2026-01-19,728.3,679.53
2026-01-20,721.67,673.63
2026-01-21,722.86,675.03
2026-01-22,724.58,676.93
2026-01-23,723.54,676.25
2026-01-26,721.54,674.66
2026-01-27,725.33,678.5
2026-01-28,723.14,676.75
2026-01-29,726.76,680.42
2026-01-30,724.0,678.12
2026-02-02,727.97,681.4
2026-02-03,721.5,674.91
2026-02-04,721.1,674.1
2026-02-05,722.16,674.64
2026-02-06,716.35,668.77
2026-02-09,718.09,669.96
2026-02-10,719.01,670.37
2026-02-11,711.35,662.79
2026-02-12,713.8,664.62
2026-02-13,712.56,663.02
2026-02-16,712.27,662.3
2026-02-17,706.57,656.55
2026-02-18,705.0,654.65
2026-02-19,707.51,656.53
2026-02-20,705.63,654.33
2026-02-23,704.13,652.49
2026-02-24,702.93,650.93
2026-02-25,699.37,647.18
2026-02-26,699.89,647.2
2026-02-27,698.61,645.57
2026-03-02,695.69,642.48
2026-03-03,700.26,646.32
2026-03-04,696.53,642.5
2026-03-05,692.24,638.17
2026-03-06,695.28,640.58
2026-03-09,691.06,636.32
2026-03-10,693.91,638.55
2026-03-11,693.86,638.12
2026-03-12,688.94,633.21
2026-03-13,691.81,635.47
2026-03-16,689.85,633.28
2026-03-17,689.88,632.92
2026-03-18,691.27,633.81
2026-03-19,686.04,628.63
2026-03-20,684.18,626.53
2026-03-23,683.08,625.15
2026-03-24,682.42,624.15
2026-03-25,683.11,624.4
2026-03-26,683.15,624.05
2026-03-27,682.2,622.79
2026-03-30,682.51,622.68
2026-03-31,680.0,620.0
2026-04-01,683.88,624.07
2026-04-02,681.28,622.23
2026-04-03,688.3,629.18
2026-04-06,684.92,626.63
2026-04-07,682.79,625.21
2026-04-08,683.25,626.16
2026-04-09,687.36,630.46
2026-04-10,686.81,630.49
2026-04-13,689.66,633.63
2026-04-14,690.07,634.54
2026-04-15,689.85,634.86
2026-04-16,689.15,634.75
2026-04-17,688.67,634.83
2026-04-20,691.8,638.23
2026-04-21,695.42,642.1
2026-04-22,694.99,642.23
2026-04-23,692.86,640.78
2026-04-24,696.73,644.88
2026-04-27,698.08,646.66
2026-04-28,696.33,645.56
2026-04-29,699.41,648.94
2026-04-30,700.0,650.0
2026-05-01,699.02,650.14
2026-05-04,703.61,655.46
2026-05-05,705.47,658.25
2026-05-06,708.01,661.67
2026-05-07,709.38,664.0
2026-05-08,705.64,661.54
2026-05-11,708.0,664.79
2026-05-12,712.53,670.08
2026-05-13,713.96,672.46
2026-05-14,715.39,674.85
2026-05-15,723.99,684.01
2026-05-18,718.37,679.73
2026-05-19,721.02,683.27
2026-05-20,722.06,685.29
2026-05-21,722.84,687.05
2026-05-22,722.17,687.44
2026-05-25,725.93,692.05
2026-05-26,724.03,691.25
2026-05-27,726.63,694.74
2026-05-28,727.51,696.6
2026-05-29,730.18,700.17
2026-06-01,748.97,729.34
2026-06-02,757.62,748.63
2026-06-03,758.55,748.64
2026-06-04,752.7,741.96
2026-06-05,754.66,742.98
2026-06-08,757.56,744.93
2026-06-09,754.61,741.12
2026-06-10,751.4,737.05
2026-06-11,751.59,736.33
2026-06-12,754.11,737.88
2026-06-15,750.29,733.24
2026-06-16,751.8,733.79
2026-06-17,750.78,731.88
2026-06-18,748.58,728.82
2026-06-19,754.24,733.41
2026-06-22,750.21,728.57
2026-06-23,743.61,721.25
2026-06-24,747.94,724.53
2026-06-25,745.41,721.16
2026-06-26,748.17,722.91
2026-06-29,743.86,717.82
2026-06-30,745.0,718.0
2026-07-01,745.96,717.21
2026-07-02,746.6,716.1
2026-07-03,741.82,709.81
2026-07-06,743.59,709.78
2026-07-07,743.11,707.61
2026-07-08,742.54,705.36
2026-07-09,747.77,708.6
2026-07-10,744.57,703.85
2026-07-13,740.69,698.46
2026-07-14,745.38,701.16
2026-07-15,747.9,701.8
2026-07-16,745.3,697.64
2026-07-17,739.45,690.45
2026-07-20,741.59,690.73
2026-07-21,745.32,692.48
2026-07-22,740.76,686.52
2026-07-23,743.15,687.02
2026-07-24,742.0,684.23
2026-07-27,739.42,682.12
2026-07-28,740.97,670.11
